Abbreviation,KEGG ID
"5,6-Dehydrokawain",C09925
"5,6-Dehydrolupanine",C10764
"5,6-Dichloro-1,3-cyclohexadiene",C11352
"5,6-Dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline",C06726
"5,6-Dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline",C06725
"5,6-EET",C14768
"5,6-Epoxytetraene",C14815
"5,6-Indolequinone-2-carboxylic acid",C17938
"5,6alpha-Epoxy-5alpha-cholestane",C05423
"5,6beta-Epoxy-5beta-cholestane",C05417
"5,7-Dihydroxychromone",C09001
"5,7-Dimethoxyflavone",C10029
"5-(2'-Carboxyethyl)-4,6-dihydroxypicolinate",C05655
"5-(2'-Formylethyl)-4,6-dihydroxypicolinate",C05654
"5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate",C05641
"5-(3'-Carboxy-3'-oxopropyl)-4,6-dihydroxypicolinate",C05656
"5-(3,4-Diacetoxybut-1-ynyl)-2,2'-bithiophene",C04606
"5-(3-Buten-1-ynyl)-2,2'-bithienyl",C08397
"5-(3-Hydroxy-4-acetoxybut-1-ynyl)-2,2'-bithiophene",C04711
"5-(4-Acetoxybut-1-ynyl)-2,2'-bithiophene",C04485
"5-(4-Hydroxybut-1-ynyl)-2,2'-bithiophene",C04486
5-(Heptadec-12-enyl)resorcinol,C10802
"5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde",C04797
5-(alpha-Phenylethyl)semioxamazide,C15418
5-Acetamidopentanoate,C03087
5-Amino-1-ribofuranosylimidazole-4-carboxyamide,C04663
"5-Amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone",C04798
5-Amino-4-chloro-2-(2-hydroxymuconoyl)-3(2H)-pyridazinone,C05155
5-Amino-4-imidazole carboxylate,C05516
5-Amino-4-imidazolecarboxyamide,C04051
5-Aminopentanal,C12455
5-Androsten-3beta-ol-16-one,C15335
"5-Androstene-3beta,16beta-diol",C15442
5-Carboxy-2-oxohept-3-enedioate,C04052
"5-Chloro-1,2,4-trihydroxybenzene",C07102
5-Chloro-2-hydroxymuconic semialdehyde,C07089
"5-Chloro-3,4-dihydroxy-L-phenylalanyl-[pcp]",C11464
5-Chloro-3-methylcatechol,C03591
5-Cholestene,C05416
5-D-Glutamyl-D-glutamyl-peptide,C03933
5-Dehydro-2-deoxy-D-gluconate,C03932
5-Dehydro-D-fructose,C00273
5-Dehydroavenasterol,C15783
5-Dehydroepisterol,C15780
5-Deoxodihydrokalafungin,C12435
5-Deoxy glucuronic acid,C16737
5-Deoxy-5-aminoshikimic acid,C12121
5-Deoxykaempferol,C10037
5-Deoxyleucopelargonidin,C16415
5-Deoxyribose-1-phosphate,C16637
5-Deoxystrigol,C18037
5-Diazouracil,C14480
5-FU,C07649
"5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",C16479
5-Fluorodeoxyuridine monophosphate,C04242
5-Fluorodihydrouracil,C16630
5-Fluoromuconolactone,C16477
5-Fluorouridine,C16633
5-Fluorouridine monophosphate,C16634
5-Formiminotetrahydrofolate,C00664
5-Formyl-3-hydroxy-2-methylpyridine-4-carboxylate,C06050
5-Formyl-H4MPT,C01274
5-Glutamyl-taurine,C05844
5-HETE,C04805
5-HTP,C01017
5-HTQ,C13664
5-Hydroxy-1-(4-hydroxyphenyl)-3-decanone,C17747
"5-Hydroxy-2,4-dioxopentanoate",C05406
5-Hydroxy-2-acetamidofluorene,C14678
"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",C12248
5-Hydroxy-2-polyprenylphenol,C05808
5-Hydroxy-L-tryptophan,C00643
5-Hydroxy-N-formylkynurenine,C05648
5-Hydroxy-guaiacyl lignin,C15807
5-Hydroxybenzimidazolylcob(I)amide,C04054
5-Hydroxybenzo[a]pyrene,C14559
5-Hydroxyconiferaldehyde,C12204
5-Hydroxyconiferyl alcohol,C12205
5-Hydroxyectoine,C16432
5-Hydroxyferulate,C05619
5-Hydroxyferuloyl-CoA,C12203
5-Hydroxyindoleacetaldehyde,C05634
5-Hydroxyindoleacetate,C05635
5-Hydroxyindoleacetylglycine,C05832
5-Hydroxyindolepyruvate,C05646
5-Hydroxyisourate,C11821
5-Hydroxykynurenamine,C05638
5-Hydroxykynurenine,C05651
5-Hydroxylysine,C16741|C01211
5-Hydroxymethyldeoxycytidylate,C03997
5-Hydroxymethyluracil,C03088
5-Hydroxypentanoate,C02804
5-Hydroxypentanoyl-CoA,C03237
5-Hydroxythiophene-2-carbonyl-CoA,C07348
5-Hydroxyxanthotoxin,C02951
5-L-Glutamyl amino acid,C03363
5-L-Glutamyl-D-glutamyl-peptide,C16690
5-L-Glutamyl-Se-methylselenocysteine,C05695
5-MeOT,C05659
5-Methoxy-3-hydroxyanthranilate,C11466
5-Methoxy-3-stilbenol,C10276
"5-Methoxy-N,N-dimethyltryptamine",C08309
5-Methoxyindoleacetate,C05660
5-Methyl-2'-deoxycytidine,C03592
5-Methyl-2-furfural,C11115
5-Methyl-3-oxo-4-hexenoyl-CoA,C16471
5-Methyl-H4MPT,C04488
5-Methyl-pyrrole-2-carboxyl-[pcp],C12484
5-Methylbarbiturate,C05281
5-Methyldeoxycytidine diphosphate,C04187
5-Methylhex-4-enoyl-CoA,C16470
5-Methyltetrahydropteroyl-L-glutamate,C05236
5-Methylthiopentanaldoxime,C17245
5-N-Methyloxaluric acid,C11117
5-Nitro-2-furancarboxaldehyde (2-hydroxyethyl)hydrazone,C15178
5-Nitrofurfural,C14281
5-O-(Indol-3-ylacetyl-myo-inositol) D-galactoside,C04695
5-O-Caffeoylshikimic acid,C10434
5-O-Methylalloptaeroxylin,C09014
5-O-Methylembelin,C10373
5-O-Methylvisamminol,C09016
5-O-beta-D-Mycaminosyltylactone,C12001
5-O-beta-D-Mycaminosyltylonolide,C12002
5-OH-VPA,C16650
"5-Oxo-1,2-campholide",C02952
5-Oxo-D-proline,C02237
5-OxoETE,C14732
5-Oxoavermectin ''1a'' aglycone,C11978
5-Oxoavermectin ''1b'' aglycone,C11962
5-Oxoavermectin ''2a'' aglycone,C11970
5-Oxoavermectin ''2b'' aglycone,C11954
5-Oxohexanoate,C02129
5-Oxoprolyl-peptide,C02805
5-Oxoprolyl-tRNA,C02377
"5-Phenyl-1,3-oxazinane-2,4-dione",C16596
"5-Phenyl-1,3-pentadiyne",C17717
5-Phosphonooxy-L-lysine,C03366
5-Pregnen-3beta-ol,C14482
5-Pyridoxate,C04773
5-Pyridoxolactone,C06052
5-Ribosylparomamine,C18002
5-Substituted dCMP,C02654
5-Sulfosalicylate,C16199
5-Ureido-4-imidazole carboxylate,C05515
5-Valerolactone,C02240
5-alpha-Cyprinol,C16890
5-alpha-THDOC,C13713
"5-exo-Hydroxy-1,2-campholide",C03843
56dthm,C00906
56dura,C00429
"5D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxy-2-cyclohexen-1-one",C04815
5S-rRNA,C01396
5S-rRNA precursor,C02521
5aizc,C04751
"5alpha,17alpha-Pregn-2-en-20-yn-17-ol acetate",C15186
"5alpha,17alpha-Pregn-20-yn-17beta-ol",C15431
"5alpha-Acetoxytaxa-4(20),11(12)-dien-10beta-ol",C11898
"5alpha-Androst-1-ene-3,11,17-trione",C15406
5alpha-Androstan-17beta-ol propionate,C15373
5alpha-Androstan-2-en-17beta-ol,C15298
"5alpha-Androstan-3beta,17beta-diol",C12525
"5alpha-Androstane-11beta,17beta-diol",C15288
5alpha-Androstane-2alpha-fluoro-17beta-ol-3-one acetate,C15166
5alpha-Androstane-2alpha-methyl-17beta-ol,C15316
5alpha-Androstane-2beta-fluoro-17beta-ol-3-one acetate,C14889
"5alpha-Androstane-3,11,17-trione",C14269
5alpha-Campestan-3-one,C15786
"5alpha-Cholesta-7,24-dien-3beta-ol",C05439
5alpha-Cholestan-3-one,C03238
"5alpha-Cholestan-5alpha,6beta-diol",C05424
"5alpha-Ergosta-7,22-diene-3beta,5-diol",C04416
5alpha-Pregn-2-en-20-one,C15420
5alpha-Pregnan-20alpha-ol-3-one,C18041
"5alpha-Pregnan-21-ol-3,20-dione",C18040
"5alpha-Pregnane-3,20-dione",C03681
5aop,C00430
5apentam,C00990
5aprbu,C04454
5apru,C01268
5aptn,C00431
"5beta-Androstane-3,17-dione",C03772
"5beta-Cholestane-3alpha,7alpha,12alpha,26-tetrol",C05446
"5beta-Cholestane-3alpha,7alpha,26-triol",C05444
"5beta-Cholestane-3alpha,7alpha-diol",C05452
5beta-Cyprinolsulfate,C05468
5beta-Dihydrotestosterone,C05293
"5beta-Estrane-3alpha,17beta-diol",C15201
"5beta-Pregn-11-ene-3,20-dione",C15260
"5beta-Pregnane-11beta,17alpha,21-triol-3,20-dione",C05471
"5beta-Pregnane-11beta,21-diol-3,20-dione",C05475
"5beta-Pregnane-3,20-dione",C05479
"5beta-Pregnane-3alpha,17alpha,20alpha-triol",C14680
"5beta-Pregnane-3alpha,21-diol-11,20-dione",C05478
5beta-Scymnol sulfate,C16261
5caiz,C15667
5cm2hm,C04186
5cm2hms,C04642
5d4dglcr,C00679
5dglcn,C01062
5dh4dglcn,C04053
5dpmev,C01143
5fthf,C03479
5mcsn,C02376
5mdr1p,C04188
5mdru1p,C04582
5mta,C00170
5mthf,C00440
5mtr,C03089
5odhf2a,C03586
5oxpro,C01879
5pmev,C01107
5prdmbz,C04778
6'''-Deamino-6'''-dehydro-6'''-oxoneomycin C,C17589
6'''-Deamino-6'''-hydroxyneomycin C,C17588
6'-Dehydro-6'-oxoparomamine,C17583
"6,6'-Dibromoindigotin",C17084
"6,7,4'-Trihydroxyflavanone",C16232
"6,7-Benzocoumarin",C16211
"6,7-Dichloro-1-dibenzofuranol",C15246
"6,7-Dichloro-2-dibenzofuranol",C15239
"6,7-Dichloro-3-dibenzofuranol",C15245
"6,7-Dichloro-4-dibenzofuranol",C15240
"6,8-Di-DMA-chrysin",C11573
"6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1a'' aglycone",C11977
"6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1b'' aglycone",C11961
"6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2a'' aglycone",C11969
"6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2b'' aglycone",C11953
"6-(1,2,3,4-Tetrahydro-6-hydroxy-2-naphthyl)-2(1H)-pyridone",C14902
"6-(1,2,3,4-Tetrahydro-6-methoxy-2-naphthyl)-2(1H)-pyridone",C14900
"6-(2,2,2-Trifluoroacetamide)-3,4-benzocoumarin",C15394
"6-(2,6-Bis[N-acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D- mannosyl-R",C05159
"6-(2-Amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline- 2,4-dicarboxylate",C15599
6-(2-Chloroallylthio)purine,C15397
"6-(2-Hydroxyethyl)-5,6-dihydrosanguinarine",C12198
"6-(2-Methoxyvinyl)benzo[1,3]dioxole-5-carboxylic acid",C12264
6-(2-[N-Acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D- mannosyl-R,C04944
"6-(3'-Triphosphoryl-1'-methylglyceryl)-7-methyl-7,8-dihydrobiopterin",C06149
"6-(3,3-DMA)chrysin",C11324
"6-(3,3-DMA)galangin",C11576
6-(Allylthio)purine,C15348
6-(Dibromomethylene)-17beta-hydroxy-androst-4-en-3-one propionate,C15359
6-(Dibromomethylene)testosterone,C15352
6-(Ethylthio)purine,C14623
6-(Isopropylthio)purine,C15347
6-(alpha-D-Glucosaminyl)-1D-myo-inositol,C15658
"6-(alpha-D-Glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate",C16070
6-(alpha-D-Mannosyl)-beta-D-mannosyl-R,C15543
6-Acetamido-3-aminohexanoate,C03846
6-Acetamido-3-oxohexanoate,C03682
"6-Acetonyl-5,6-dihydrochelerythrine",C12200
"6-Acetonyl-5,6-dihydrosanguinarine",C12201
6-Acetophenazine-1-carboxylic acid,C12120
6-Acetyl-beta-D-galactoside,C03773
6-Acetylmorphine,C11781
6-Acetylpicropolin,C09055
6-Amylmercaptopurine,C14614
6-Azaequilenin,C15325
6-Bromo-2-naphthol,C14352
6-CARBOXYHEX-2-ENOYL-COA,C06723
6-Chlorohydroxyquinol,C06328
6-Chloroindole,C17089
6-Dehydroestradiol,C14590
6-Dehydroestrone,C14650
6-Demethoxycapillarisin,C17786
6-Demethylsterigmatocystin,C03683
6-Deoxocastasterone,C15802
6-Deoxocathasterone,C15798
6-Deoxoteasterone,C15799
6-Deoxotyphasterol,C15801
6-Deoxyerythronolide B,C03240
6-Deoxyjacareubin,C10059
6-ECDCA,C15636
6-Ethylmorphine,C11780
"6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",C16481
6-Geranylchrysin,C11574
6-Hydroxy-2'-methoxyflavone,C15203
6-Hydroxy-2-(4-hydroxyphenyl)-3-benzofuranyl methyl ketone,C15110
6-Hydroxy-2-oxohexanoate,C05242
"6-Hydroxy-3,7-dimethyloctanoate",C18067
"6-Hydroxy-4',5,7-trimethoxyflavanone",C14997
"6-Hydroxy-4',5,7-trimethoxyflavone",C14985
6-Hydroxyangelicin,C18085
6-Hydroxybenzo[a]pyrene,C14576
6-Hydroxycyanidin,C08646
6-Hydroxycyclohex-1-enecarbonyl-CoA,C06749
6-Hydroxydaidzein,C14314
6-Hydroxyflavanone,C14221
6-Hydroxyflavone,C14137
6-Hydroxyhexan-6-olide,C03241
6-Hydroxyhexanoate,C06103
6-Hydroxyindolelactate,C05657
6-Hydroxykaempferol,C10068
6-Hydroxykynurenate,C08480|C05663
"6-Hydroxyl-1,6-dihydropurine ribonucleoside",C04583
6-Hydroxyluteolin,C10072
6-Hydroxymelatonin,C05643
6-Hydroxymellein,C02379
6-Hydroxyprotopine,C05190
6-Hydroxypseudooxynicotine,C01297
6-Hydroxytremetone,C08744
"6-Imino-5-oxocyclohexa-1,3-dienecarboxylate",C04584
"6-Iminocyclohexa-2,4-dienone",C17500
6-Keto-PGE1,C05962
6-Keto-PGF1a,C05961
6-Ketodihydrotestosterone,C15416
6-Ketoxycyclohex-1-ene-1-carboxyl-CoA,C09821
"6-Lactoyl-5,6,7,8-tetrahydropterin",C04244
6-Methoxy-alpha-pyrufuran,C08761
6-Methoxyaromadendrin 3-O-acetate,C09764
6-Methoxyluteolin 7-rhamnoside,C10104
6-Methoxymellein,C02381
6-Methoxytaxifolin,C09770
6-Methylergoline,C07540
6-Methylmercaptopurine,C16614
6-Methylpenicillin,C11756
6-Methylpretetramide,C06629
6-Methylsalicylate,C02657
6-Methylthioguanosine monophosphate,C16620
6-Methylthiohexanaldoxime,C17246
6-Methylthioinosine-5'-monophosphate,C16615
6-O-Glc-paromamine,C17999
6-O-Methyl-myo-inositol,C06353
6-O-Methyleuparin,C08762
6-O-Methylnorlaudanosoline,C05203
6-Oxabicyclo[3.1.0]hexane-2-undecanoic acid methyl ester,C15465
6-Oxo-17beta-estradiol diacetate,C15313
"6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8,8-tetrachloroocta-2E,4E- dienoate",C06651
"6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8-trichloroocta-2E,4E,7E- trienoate",C06645
6-Oxo-2-hydroxycyclohexane-1-carboxyl-CoA,C09825
6-Oxocampestanol,C15789
6-Oxocineole,C00848
6-Oxohexanoate,C06102
6-Phospho-beta-D-galactoside,C03847
6-Prenylnaringenin,C09832
"6-Sulfo-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl- 1,3-1-O-alkyl-2-O-acylglycerol",C04920
6-Thioguanosine monophosphate,C16619
6-Thioinosine 5'-monophosphate,C04646
6-Thioinosine-5'-diphosphate,C16616
6-Thioinosine-5'-triphosphate,C16617
6-Thiourate,C16613
6-Thioxanthine 5'-monophosphate,C16618
"6-alpha-D-(1,4-alpha-D-Glucano)-glucan",C04417
6-alpha-Maltosylglucose,C03367
6-endo-Hydroxycineole,C03092
"6R,7S-Epoxy-octadecanoate",C13791
6a2ohxnt,C03239
"6alpha,17-Dimethyl-5alpha-androstane-3beta,17beta-diol",C14878
"6alpha,17alpha-Dimethyltestosterone",C15108
"6alpha,9-Difluoro-11beta-hydroxyprogesterone",C15381
6alpha-Chloro-17-acetoxyprogesterone,C14648
6alpha-Fluoro-11-oxoprogesterone,C15327
"6alpha-Fluoro-11beta,17-dihydroxyprogesterone",C15172
6alpha-Fluoro-17-hydroxycorticosterone 21-acetate,C15256
"6alpha-Fluoro-17-hydroxypregn-4-ene-3,20-dione acetate",C15310
6alpha-Fluoroprogesterone,C15127
6alpha-Fluorotestosterone acetate,C15414
6alpha-Fluorotestosterone propionate,C15321
6alpha-Glucuronosylhyodeoxycholate,C11246
6alpha-Hydroxy-castasterone,C15803
6alpha-Hydroxycampestanol,C15788
6alpha-Hydroxycortisol,C15291
6alpha-Hydroxypregnanolone,C14608
"6alpha-Methyl-11beta,17alpha-dihydroxyprogesterone",C14939
6alpha-Methylprogesterone,C14586
6alpha-Methyltestosterone,C15184
6ampenc,C02954
6ax,C02378
6ax6ax,C01255
"6beta,11alpha-Dihydroxyprogesterone",C15363
"6beta,17-Dihydroxy-3,5-cyclo-5alpha,17alpha-pregn-20-ene-21- carboxylic acid, gamma-lactone",C15467
"6beta,17-Dimethyl-5alpha-androstane-3beta,17beta-diol",C14982
"6beta,19-Epoxy-17beta-hydroxyandrost-4-en-3-one",C15072
"6beta,19-Epoxypregn-4-ene-3,20-dione",C15130
"6beta,7beta-Dihydroxykaurenoic acid",C11876
"6beta-(Dimethylamino)-3beta,5-dihydroxy-5alpha-pregnan-20-one",C14937
"6beta-Fluoro-5alpha-hydroxypregnane-3,20-dione",C15071
6beta-Fluorotestosterone propionate,C15446
"6beta-Hydroxy-D-homo-17a-oxaandrost-4-ene-3,17-dione",C14983
6beta-Hydroxyestradiol-17beta,C03935
6beta-Hydroxytestosterone,C14497
6beta-Hydroxytestosterone diacetate,C15284
6beta-Methyltestosterone,C14890
6hmhpt,C01300
6hnac,C01020
6p2dglcn,C01218
6pgc,C00345
6pgg,C04534
6pgl,C01236
6pthp,C03684
7''-O-Phosphohygromycin,C03368
"7,10,13,16-Docosatetraenoylethanolamine",C13829
"7,3'-Dihydroxy-4'-methoxy-8-methylflavan",C09646
"7,4'-Dihydroxy-8-methylflavan",C09650
"7,4'-Dihydroxyflavan",C09641
"7,4'-Dihydroxyflavone",C12123
"7,8-Dihydro-7,8-dihydroxykynurenate",C01249
"7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene",C14856
"7,8-Dihydro-beta-carotene",C16291
"7,8-Dihydrobiopterin",C02953
"7,8-Dihydroxykynurenate",C01111
"7,9,7',9'-Tetra-cis-lycopene",C15858
7-(5-Carboxyl-5-oxopentanyl)aminocephalosporinate,C04712
7-(Acetyloxy)-3-(3-pyridinyl)-2H-1-benzopyran-2-one,C15048
7-ACA,C07756
7-Chloro-2-dibenzofuranol,C15241
7-Chloroemodin,C10311
7-Cyano-7-deazaguanine,C15996
7-Dehydrocholesterol benzoate,C14673
7-Dehydrodesmosterol,C05107
7-Dehydrologanin tetraacetate,C11668
7-Deoxygardoside metyl ester tetraacetate,C11665
7-Deoxyloganate,C11636
7-Deoxypancratistatin,C12255
7-Epiloganic acid,C11661
7-Epiloganin tetraacetate,C11662
7-Ethoxycoumarin,C11052
7-Ethoxyresorufin,C13630
7-Glutarylaminocephalosporanate,C15666
7-Hydroxy-(S)-usnate,C05153
"7-Hydroxy-2',4',5'-trimethoxyisoflavone",C16188
7-Hydroxy-2-acetamidofluorene,C14633
7-Hydroxy-3-(4-methoxyphenyl)-4-methylcoumarin,C15052
7-Hydroxy-3-(4-methoxyphenyl)-4-propylcoumarin,C15051
7-Hydroxy-6-methyl-8-ribityl lumazine,C05995
"7-Hydroxy-6-methylhepta-3,5-dienal",C18011
7-Hydroxybenzo[a]pyrene,C14558
7-Hydroxychlorophyllide a,C16540
7-Hydroxyflavan,C09757
7-Hydroxyflavanone,C14290
7-Hydroxyflavone,C11264
7-Hydroxyisoflavone,C15615
7-Hydroxylpradimicin A,C06782
7-Isopropyl-4-methyloxepan-2-one,C18066
"7-Methoxy-2,2,4-trimethyl-3-(4-methoxyphenyl)-2H-1-benzopyran",C15060
7-Methoxyisoflavone,C15616
7-Methoxypradimicinone II,C06781
"7-Methyl-2-hydroxy-6-oxoocta-2,4-dienoate",C04535
7-Methyl-3-oxo-6-octenoyl-CoA,C16466
7-Methyl-3-oxooctanoyl-CoA,C03685
7-Methyladenine,C02241
7-Methylcapillarisin,C17785
7-Methylguanine,C02242
7-Methylguanosine 5'-phosphate,C03998
7-Methylguanosine 5'-triphospho-5'-polynucleotide,C04696
7-Methylthioheptanaldoxime,C17249
7-Methylthioheptyl glucosinolate,C17252
7-Methyluric acid,C16355
7-Methylxanthine,C16353
7-Methylxanthosine,C16352
7-O-Methylluteone,C07290
7-Oxateasterone,C17733
7-Oxatyphasterol,C17735
7-Oxosteroid,C01881
7-alpha-D-Ribosyladenine 5'-phosphate,C04378
7a-Hydroxy-o-carbamoyl-deacetylcephalosporin C,C06569
"7alpha,12alpha-Dihydroxy-3-oxochol-4-enoate",C15568
"7alpha,12alpha-Dihydroxy-4-cholesten-3-one",C17339
"7alpha,12alpha-Dihydroxy-5alpha-cholestan-3-one",C05458
"7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one",C05453
"7alpha,17beta-Dihydroxyandrosta-1,4-dien-3-one",C14907
"7alpha,24-Dihydroxy-4-cholesten-3-one",C17331
"7alpha,25-Dihydroxy-4-cholesten-3-one",C17332
"7alpha,25-Dihydroxycholesterol",C15520
"7alpha,26-Dihydroxy-4-cholesten-3-one",C17336
"7alpha,27-Dihydroxycholesterol",C06341
7alpha-Hydroxy-17alpha-methyltestosterone,C14891
7alpha-Hydroxy-3-oxo-4-cholestenoate,C17337
7alpha-Hydroxy-5beta-cholestan-3-one,C05451
7alpha-Hydroxyandrostenedione,C05296
7alpha-Hydroxycholest-4-en-3-one,C05455
7alpha-Hydroxycholesterol,C03594
7alpha-Hydroxydehydrocostus lactone,C09476
7alpha-Hydroxypregnenolone,C18038
7alpha-Hydroxytestololactone,C15351
7alpha-Hydroxytestosterone,C05291
7alpha-Methylprogesterone,C15299
7alpha-Methyltestosterone,C14588
7alpha-Methyltestosterone propionate,C15374
7alpha-OH-DHEA,C18045
"7beta,12alpha-Dihydroxykaurenolide",C09081
7beta-Hydroxysteroid,C02956
7mhp,C16593
7mht,C16594
7ohp,C16590
8'-Hydroxyabscisate,C15514
8'-apo-beta-Carotenol,C06733
8(R)-HETE,C14824
8(R)-HPETE,C04822
8(R)-HPODE,C14831
8(S)-HETE,C14776
8(S)-HPETE,C14823
"8,11,14-Eicosatrienoylethanolamide",C13828
"8,11,14-Icosatrienoate",C03242
"8,11,14-Icosatrienoyl-CoA",C03595
"8,8a-Deoxyoleandolide",C11989
"8,9-DHET",C14773
"8,9-EET",C14769
"8-(1,1-DMA)-3-methylgalangin",C11579
"8-(1,1-DMA)galangin",C11581
"8-(1,1-DMA)kaempferide",C11580
"8-(3,3-DMA)-3-methylgalangin",C11578
"8-(3,3-DMA)chrysin",C11325
"8-(3,3-Dimethylallyl)spatheliachromene",C09002
8-(5-Hexyl-furan-2-yl)-octanoate,C13798
"8-Allyl-2-phenyl-8H-1,3a,8-triaza-cyclopenta[a]indene",C11565
8-Azaadenosine,C11265
8-Br-cGMP,C13817
8-Bromoadenosine,C11266
8-C-Glucosylnaringenin,C16492
"8-Chloro-2,7-dibenzofurandiol",C15242
8-Chloro-2-dibenzofuranol,C15237
8-Demethyltetracenomycin C,C12379
8-Deoxylactucin,C09392
8-Epideoxyloganic acid,C11649
8-Epideoxyloganin,C11648
8-Epideoxyloganin tetraacetate,C11650
8-Epiiridodial,C11651
8-Epiiridodial glucoside,C11656
8-Epiiridodial glucoside tetraacetate,C11658
8-Geranylchrysin,C11575
"8-Hydroxy-2,3,4-trichlorodibenzofuran",C15236
8-Hydroxyalanylclavam,C17359
8-Hydroxybenzo[a]pyrene,C14557
8-Hydroxykaempferol,C02806
8-Isoprostane,C13809
8-Methoxykynurenate,C05830
8-Methylthiooctanaldoxime,C17251
8-Methylthiooctyl glucosinolate,C17254
8-O-Methyltetrangulol,C12398
8-Oxocoformycin,C02243
8-Oxodeoxycoformycin,C02957
8-epi-11-Hydroxyiridodial glucoside pentaacetate,C11667
8-p-Menthen-2-ol,C18017
8aonn,C01092
9'-cis-Neoxanthin,C13431
9(10)-EpOME,C14825
"9(11)-Dehydro-2alpha,17-dimethyltestosterone",C15342
9(11)-Dehydroandrostenedione,C15194
9(11)-Dehydrotestosterone,C15293
9(S)-HETE,C14779
9(S)-HODE,C14767
9(S)-HOT,C16326
9(S)-HPETE,C14821
9(S)-HPOD,C14827
9(S)-HPOT,C16321
"9,10,13-TriHOME",C14835
"9,10-12,13-Diepoxyoctadecanoate",C14836
"9,10-Anthracenediol",C16206
"9,10-Anthraquinone",C16207
"9,10-DHOA",C14828
"9,10-Dihydroergocornine methanesulfonate",C14053
"9,10-Dihydrokadsurenone",C11053
"9,10-Dihydroxy-12,13-epoxyoctadecanoate",C14837
"9,10-Dihydroxystearic acid",C08314
"9,10-EOT",C16324
"9,11alpha-Epoxypregn-4-ene-3,20-dione",C04379
"9,12,13-TriHOME",C14833
"9,9'-Di-cis-zeta-carotene",C15857
9-Aminocamptothecin,C16822
"9-Bromo-11beta-hydroxy-16alpha-methylpregn-4-ene-3,20-dione",C15155
"9-Bromo-16alpha-methyl-pregn-4-ene-3,11,20-trione",C14918
"9-Bromo-17beta-hydroxy-17-methylandrost-4-ene-3,11-dione",C15371
9-Chloro-10-hydroxypalmitate,C13949
9-Chloro-11beta-hydroxy-17-methyltestosterone,C15400
"9-Chloro-17beta-hydroxy-17-methylandrost-4-ene-3,11-dione",C15407
9-Demethylmunduserone,C16189
9-Fluorenol,C06711
9-Fluorenone,C06712
"9-Fluoro-11beta,16alpha-dihydroxypregn-4-ene-3,20-dione",C15380
"9-Fluoro-11beta,17beta-dihydroxy-16alpha-methylandrosta-1,4-dien-3- one",C15092
"9-Fluoro-11beta,17beta-dihydroxy-2,17-dimethylandrost-4-en-3-one",C15113
"9-Fluoro-11beta-hydroxy-16alpha-methylandrosta-1,4-diene-3,17-dione",C15147
"9-Fluoro-11beta-hydroxy-16alpha-methylpregn-4-ene-3,20-dione",C15317
"9-Fluoro-11beta-hydroxy-16beta-methylandrosta-1,4-diene-3,17-dione",C14885
"9-Fluoro-11beta-hydroxy-A-norpregn-3(5)-ene-2,20-dione",C15065
"9-Fluoro-11beta-hydroxypregna-4,16-diene-3,20-dione",C15079
"9-Fluoro-16alpha-hydroxyandrost-4-ene-3,11,17-trione",C15105
"9-Fluoro-16alpha-methylpregn-4-ene-3,11,20-trione",C15148
9-Fluoro-17-methyl-11-oxotestosterone,C14621
"9-Fluoro-17alpha-methyl-5alpha-androstane-3beta,11beta,17-triol",C14883
"9-Fluoro-17beta-hydroxy-6alpha,17-dimethylandrost-4-ene-3,11-dione",C15091
9-Fluoro-2alpha-methyl-11-oxoprogesterone,C15271
9-Fluoro-2alpha-methylcortisol 21-acetate,C15269
"9-Hydroxy-3,5,7,11,13,15,17,19-nonaoxo-docosanoyl-[acp]",C12365
"9-Hydroxy-3,5,7,11,13,15,17,19-nonaoxo-eicosanoyl-[acp]",C12363
"9-Hydroxy-3,5,7,11,13,15,17,19-nonaoxo-henicosanoyl-[acp]",C12364
"9-Hydroxy-3,5,7,11,13,15,17-octaoxo-eicosanoyl-[acp]",C12362
